epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,2650.14,0.43708,0.28105,0.88643,0.95621,0.9203,0.95326,0.82841,0.94913,0.57136,1.13731,0.000938104,0.000938104,0.000938104
55,2700.09,0.444,0.28365,0.88871,0.95949,0.91007,0.95169,0.8295,0.94761,0.58859,1.13772,0.000924352,0.000924352,0.000924352
56,2751.09,0.4521,0.28882,0.89124,0.94531,0.91607,0.95189,0.82715,0.96791,0.59517,1.16482,0.000910599,0.000910599,0.000910599
57,2801.75,0.43129,0.27633,0.88094,0.94675,0.91658,0.95101,0.82929,0.95001,0.57985,1.1548,0.000896846,0.000896846,0.000896846
58,2850.88,0.44283,0.28236,0.89045,0.9507,0.91737,0.9512,0.82807,0.96354,0.58035,1.15656,0.000883093,0.000883093,0.000883093
59,2900.23,0.43224,0.2776,0.88442,0.94903,0.92322,0.95266,0.82975,0.96018,0.57447,1.15971,0.00086934,0.00086934,0.00086934
60,2950.9,0.43654,0.28107,0.88485,0.96177,0.91881,0.95478,0.8312,0.94552,0.55549,1.14173,0.000855588,0.000855588,0.000855588
61,3000.64,0.43137,0.27802,0.88283,0.95514,0.9129,0.95318,0.82868,0.95565,0.57022,1.15684,0.000841835,0.000841835,0.000841835
62,3050.38,0.42762,0.27735,0.88291,0.95127,0.92145,0.95474,0.8338,0.93224,0.56682,1.13765,0.000828082,0.000828082,0.000828082
63,3100.86,0.43971,0.28253,0.88805,0.95686,0.91344,0.95166,0.82967,0.96077,0.58086,1.16077,0.000814329,0.000814329,0.000814329
64,3151.25,0.43712,0.28104,0.88646,0.9578,0.92065,0.9549,0.83215,0.93691,0.5538,1.13222,0.000800577,0.000800577,0.000800577
65,3201.6,0.42619,0.27378,0.88116,0.95557,0.91869,0.9533,0.83193,0.94503,0.57559,1.14345,0.000786824,0.000786824,0.000786824
66,3253.4,0.43518,0.27948,0.88618,0.94699,0.92033,0.95241,0.82946,0.95549,0.57243,1.15473,0.000773071,0.000773071,0.000773071
67,3304.17,0.41813,0.26641,0.87936,0.93601,0.92997,0.95373,0.8325,0.92991,0.56441,1.13184,0.000759318,0.000759318,0.000759318
68,3354.05,0.42622,0.27557,0.88236,0.95109,0.92448,0.952,0.83008,0.94422,0.56964,1.16155,0.000745566,0.000745566,0.000745566
69,3404.94,0.4248,0.2714,0.87982,0.94449,0.92603,0.95301,0.83074,0.95007,0.57321,1.15918,0.000731813,0.000731813,0.000731813
70,3457.13,0.41766,0.26924,0.87764,0.95202,0.9219,0.95414,0.83149,0.94472,0.58307,1.15521,0.00071806,0.00071806,0.00071806
71,3507.48,0.42704,0.27513,0.88317,0.96199,0.91451,0.95152,0.83124,0.94198,0.56503,1.14179,0.000704307,0.000704307,0.000704307
72,3559.01,0.40652,0.26395,0.87556,0.95728,0.91097,0.95098,0.82899,0.95116,0.57262,1.15541,0.000690555,0.000690555,0.000690555
73,3610.9,0.42961,0.27248,0.88397,0.95682,0.9209,0.95223,0.83113,0.93649,0.55027,1.14662,0.000676802,0.000676802,0.000676802
74,3661.19,0.42582,0.27286,0.88352,0.95897,0.92102,0.95209,0.83023,0.95337,0.55915,1.15904,0.000663049,0.000663049,0.000663049
75,3713.07,0.42925,0.27141,0.88228,0.95737,0.91799,0.95111,0.82826,0.94831,0.55591,1.15653,0.000649297,0.000649297,0.000649297
76,3764.41,0.41348,0.26473,0.87946,0.957,0.91678,0.95141,0.83304,0.93239,0.55876,1.14167,0.000635544,0.000635544,0.000635544
77,3814.39,0.41658,0.26485,0.87689,0.96476,0.91423,0.94959,0.83122,0.93873,0.56462,1.14559,0.000621791,0.000621791,0.000621791
78,3866.83,0.40551,0.26172,0.87488,0.95918,0.91634,0.95248,0.83154,0.93807,0.56202,1.14271,0.000608038,0.000608038,0.000608038
79,3917.34,0.42116,0.27001,0.88062,0.95495,0.91883,0.95213,0.83353,0.92817,0.5672,1.14044,0.000594286,0.000594286,0.000594286
80,3967.68,0.41099,0.26515,0.87713,0.96069,0.91609,0.9525,0.82835,0.95569,0.56245,1.15145,0.000580533,0.000580533,0.000580533
81,4019.06,0.40857,0.26241,0.8754,0.94983,0.91777,0.95347,0.83307,0.92086,0.5646,1.13104,0.00056678,0.00056678,0.00056678
82,4068.87,0.41363,0.26206,0.87536,0.95385,0.9231,0.95094,0.83139,0.94446,0.55474,1.15387,0.000553027,0.000553027,0.000553027
83,4119.06,0.39759,0.25668,0.87198,0.95841,0.91921,0.95408,0.83239,0.93045,0.55563,1.14189,0.000539275,0.000539275,0.000539275
84,4170.78,0.41052,0.26065,0.87686,0.94788,0.92757,0.95336,0.83304,0.93093,0.55606,1.1403,0.000525522,0.000525522,0.000525522
85,4221.09,0.41295,0.26581,0.88073,0.9473,0.91315,0.95071,0.83022,0.93616,0.58713,1.13809,0.000511769,0.000511769,0.000511769
86,4271.73,0.40354,0.26009,0.87744,0.95782,0.9126,0.95306,0.8332,0.91899,0.56822,1.12816,0.000498016,0.000498016,0.000498016
87,4324.46,0.41455,0.26502,0.87978,0.95627,0.91171,0.9523,0.82945,0.9444,0.57437,1.15302,0.000484263,0.000484263,0.000484263
88,4375.69,0.40885,0.25966,0.87622,0.95768,0.91729,0.95335,0.83229,0.92653,0.55635,1.13391,0.000470511,0.000470511,0.000470511
89,4425.9,0.39511,0.25643,0.87336,0.95319,0.92623,0.95276,0.83328,0.92891,0.55982,1.13985,0.000456758,0.000456758,0.000456758
90,4477.77,0.38607,0.25029,0.86784,0.95285,0.92505,0.95525,0.83477,0.91541,0.54233,1.13811,0.000443005,0.000443005,0.000443005
91,4529.33,0.404,0.25827,0.87569,0.95255,0.92121,0.95264,0.83067,0.93824,0.55756,1.14948,0.000429253,0.000429253,0.000429253
92,4579.83,0.40059,0.2579,0.87465,0.95543,0.91746,0.95208,0.83256,0.93758,0.56122,1.14517,0.0004155,0.0004155,0.0004155
93,4631.51,0.39913,0.25507,0.87153,0.95717,0.92071,0.95415,0.83381,0.93393,0.54807,1.15561,0.000401747,0.000401747,0.000401747
94,4681.46,0.39543,0.25384,0.87168,0.9506,0.9224,0.95276,0.83188,0.9301,0.56179,1.14348,0.000387994,0.000387994,0.000387994
95,4731.51,0.3921,0.25305,0.87086,0.9549,0.91613,0.9532,0.83357,0.92277,0.55714,1.13353,0.000374242,0.000374242,0.000374242
96,4782.78,0.39527,0.25595,0.87225,0.96058,0.91931,0.95194,0.83382,0.93324,0.55688,1.14385,0.000360489,0.000360489,0.000360489
97,4833.55,0.3944,0.25232,0.87374,0.96245,0.9165,0.95404,0.83542,0.91991,0.55203,1.13413,0.000346736,0.000346736,0.000346736
98,4884.37,0.39495,0.25533,0.87341,0.95578,0.91812,0.95419,0.83338,0.9309,0.55494,1.14756,0.000332983,0.000332983,0.000332983
99,4935.22,0.39275,0.24953,0.87352,0.95606,0.91686,0.95313,0.83424,0.92933,0.54988,1.15047,0.000319231,0.000319231,0.000319231
100,4984.65,0.39354,0.25056,0.87097,0.95258,0.92297,0.95423,0.8348,0.91857,0.5598,1.13638,0.000305478,0.000305478,0.000305478
101,5034.23,0.38815,0.24942,0.86977,0.95884,0.91912,0.95387,0.833,0.92528,0.53983,1.1421,0.000291725,0.000291725,0.000291725
102,5087,0.38687,0.24666,0.86876,0.95654,0.91645,0.95365,0.83318,0.92683,0.5517,1.14674,0.000277972,0.000277972,0.000277972
103,5137.13,0.39329,0.25177,0.87282,0.96027,0.91789,0.95335,0.83469,0.91984,0.55636,1.13394,0.00026422,0.00026422,0.00026422
104,5186.5,0.38014,0.24423,0.8667,0.95739,0.9157,0.95324,0.83338,0.93025,0.55098,1.14217,0.000250467,0.000250467,0.000250467
105,5235.88,0.38925,0.24848,0.87119,0.95562,0.9162,0.95318,0.8329,0.9323,0.55295,1.14607,0.000236714,0.000236714,0.000236714
106,5286.5,0.38641,0.24774,0.87229,0.95662,0.92007,0.95406,0.83546,0.9232,0.54702,1.13735,0.000222961,0.000222961,0.000222961
107,5335.95,0.38847,0.24695,0.87037,0.95605,0.92001,0.9539,0.83468,0.92208,0.55068,1.14198,0.000209209,0.000209209,0.000209209
108,5385.51,0.38882,0.24694,0.86945,0.95644,0.91641,0.95373,0.83482,0.92175,0.55252,1.14276,0.000195456,0.000195456,0.000195456
109,5438.08,0.38342,0.24572,0.86918,0.95638,0.91764,0.95348,0.83521,0.91714,0.55546,1.13252,0.000181703,0.000181703,0.000181703
110,5488.6,0.38649,0.24678,0.86968,0.95771,0.92176,0.95506,0.83597,0.9174,0.55163,1.13518,0.00016795,0.00016795,0.00016795
111,5539.4,0.36469,0.21501,0.85136,0.95194,0.92177,0.95332,0.83361,0.91954,0.55467,1.13552,0.000154198,0.000154198,0.000154198
112,5586.26,0.35114,0.20744,0.84592,0.94638,0.92304,0.95165,0.8329,0.92452,0.55583,1.14403,0.000140445,0.000140445,0.000140445
113,5633.45,0.35893,0.2101,0.85029,0.95019,0.9224,0.95165,0.83246,0.92298,0.55653,1.14089,0.000126692,0.000126692,0.000126692
114,5681.63,0.35438,0.20873,0.84876,0.95047,0.92207,0.95174,0.83508,0.91933,0.55358,1.13813,0.000112939,0.000112939,0.000112939
115,5729.06,0.35125,0.20907,0.84541,0.95439,0.91965,0.9534,0.83297,0.9219,0.56262,1.14097,9.91865e-05,9.91865e-05,9.91865e-05
116,5777.09,0.34326,0.20173,0.84672,0.95145,0.92344,0.95167,0.83514,0.92024,0.54961,1.13753,8.54337e-05,8.54337e-05,8.54337e-05
117,5824.01,0.34943,0.20589,0.84532,0.94988,0.92361,0.95365,0.8349,0.91769,0.54923,1.13913,7.1681e-05,7.1681e-05,7.1681e-05
118,5870.76,0.35316,0.20864,0.84857,0.94818,0.92299,0.95284,0.83472,0.9212,0.5501,1.14113,5.79283e-05,5.79283e-05,5.79283e-05
119,5917.1,0.3492,0.20524,0.85102,0.95647,0.9163,0.95341,0.83411,0.922,0.55689,1.14225,4.41755e-05,4.41755e-05,4.41755e-05
120,5963.9,0.34768,0.20482,0.84716,0.95362,0.91956,0.95378,0.83405,0.92225,0.55233,1.14209,3.04227e-05,3.04227e-05,3.04227e-05
