epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,2333.87,0.49624,0.32534,0.90908,0.94772,0.91039,0.95077,0.82476,1.00524,0.62814,1.16718,0.000924352,0.000924352,0.000924352
47,2385.09,0.49812,0.32141,0.91043,0.95115,0.91153,0.95042,0.82385,0.9914,0.60047,1.1683,0.000907848,0.000907848,0.000907848
48,2436.34,0.48926,0.31938,0.91015,0.9454,0.92321,0.95257,0.82659,0.97467,0.59228,1.1627,0.000891345,0.000891345,0.000891345
49,2486.46,0.48154,0.31284,0.90456,0.95184,0.91332,0.95278,0.82289,1.00171,0.59538,1.16943,0.000874842,0.000874842,0.000874842
50,2536.92,0.47716,0.30988,0.90201,0.94855,0.92232,0.95176,0.82578,0.98609,0.58704,1.16265,0.000858338,0.000858338,0.000858338
51,2588.68,0.47968,0.31116,0.90772,0.95105,0.92538,0.95302,0.82665,0.98445,0.5616,1.16731,0.000841835,0.000841835,0.000841835
52,2639.65,0.47063,0.30651,0.90318,0.94486,0.91753,0.9513,0.82493,0.99316,0.60775,1.168,0.000825332,0.000825332,0.000825332
53,2689.93,0.46875,0.30731,0.90274,0.94024,0.92718,0.95404,0.82773,0.97014,0.58048,1.16387,0.000808828,0.000808828,0.000808828
54,2741.74,0.49109,0.31988,0.91108,0.9546,0.91462,0.9533,0.82673,0.98031,0.59245,1.16649,0.000792325,0.000792325,0.000792325
55,2791.22,0.46584,0.30575,0.89832,0.95824,0.91745,0.95553,0.82772,0.98131,0.57882,1.15731,0.000775822,0.000775822,0.000775822
56,2840.87,0.47014,0.30471,0.90199,0.95747,0.91472,0.95264,0.8266,0.97884,0.58484,1.16391,0.000759318,0.000759318,0.000759318
57,2892.62,0.46966,0.30462,0.8985,0.94948,0.92131,0.95432,0.82915,0.96461,0.57523,1.16042,0.000742815,0.000742815,0.000742815
58,2943.43,0.46509,0.30233,0.89993,0.95302,0.91879,0.95166,0.82711,0.97125,0.57771,1.1579,0.000726312,0.000726312,0.000726312
59,2993.94,0.45903,0.30034,0.89496,0.95235,0.9145,0.95514,0.82955,0.97453,0.59523,1.1626,0.000709809,0.000709809,0.000709809
60,3045.5,0.46285,0.29898,0.89777,0.95214,0.9245,0.95461,0.82618,0.97727,0.57263,1.16738,0.000693305,0.000693305,0.000693305
61,3096.77,0.46914,0.30403,0.90331,0.94927,0.92692,0.95395,0.82562,0.98708,0.58469,1.18862,0.000676802,0.000676802,0.000676802
62,3146.89,0.45433,0.29452,0.89533,0.96447,0.90966,0.95191,0.82708,0.97075,0.59523,1.15539,0.000660299,0.000660299,0.000660299
63,3198.66,0.46254,0.2969,0.89965,0.95395,0.92434,0.95487,0.83026,0.97583,0.56941,1.16996,0.000643795,0.000643795,0.000643795
64,3250.71,0.46767,0.29961,0.89901,0.95694,0.91218,0.95349,0.82721,0.97537,0.59251,1.16151,0.000627292,0.000627292,0.000627292
65,3301.01,0.45302,0.29693,0.89682,0.95329,0.92224,0.95592,0.83005,0.9645,0.57044,1.15634,0.000610789,0.000610789,0.000610789
66,3352.99,0.46426,0.29969,0.90267,0.94785,0.91163,0.95117,0.8263,0.98216,0.61546,1.16147,0.000594286,0.000594286,0.000594286
67,3404.69,0.46294,0.30027,0.89951,0.94803,0.91885,0.95361,0.82631,0.97611,0.58135,1.16465,0.000577782,0.000577782,0.000577782
68,3455.92,0.46826,0.30183,0.9043,0.94978,0.92862,0.95526,0.82676,0.99064,0.5701,1.17629,0.000561279,0.000561279,0.000561279
69,3506.6,0.45808,0.29462,0.89666,0.96596,0.90788,0.95299,0.82843,0.98036,0.56952,1.16724,0.000544776,0.000544776,0.000544776
70,3557.8,0.44639,0.29233,0.89516,0.95104,0.91824,0.95337,0.82929,0.96898,0.60212,1.16918,0.000528272,0.000528272,0.000528272
71,3608.61,0.46151,0.2971,0.9002,0.94713,0.92842,0.95615,0.82943,0.96424,0.56843,1.15951,0.000511769,0.000511769,0.000511769
72,3660.95,0.43874,0.28401,0.88997,0.95682,0.91425,0.95416,0.82803,0.97071,0.56709,1.17585,0.000495266,0.000495266,0.000495266
73,3712.29,0.45155,0.29086,0.89392,0.9597,0.91693,0.9537,0.82927,0.95449,0.57556,1.15403,0.000478762,0.000478762,0.000478762
74,3763.55,0.45099,0.29118,0.89592,0.95354,0.92224,0.95402,0.83099,0.95442,0.5652,1.16073,0.000462259,0.000462259,0.000462259
75,3816.46,0.44185,0.28669,0.89042,0.95363,0.92195,0.95451,0.82844,0.96793,0.56954,1.16017,0.000445756,0.000445756,0.000445756
76,3866.91,0.43352,0.28028,0.88689,0.95476,0.92167,0.95443,0.83224,0.94299,0.55237,1.15238,0.000429253,0.000429253,0.000429253
77,3918.61,0.43818,0.28585,0.88917,0.96101,0.92198,0.95608,0.83123,0.95566,0.55853,1.15728,0.000412749,0.000412749,0.000412749
78,3971.01,0.43242,0.27845,0.88752,0.95749,0.91154,0.95502,0.83118,0.95254,0.57642,1.14897,0.000396246,0.000396246,0.000396246
79,4021.87,0.43002,0.27762,0.88623,0.95051,0.91837,0.95363,0.82987,0.95623,0.58108,1.15927,0.000379743,0.000379743,0.000379743
80,4072.61,0.43175,0.28067,0.88778,0.95196,0.91989,0.95482,0.8319,0.94403,0.56092,1.14301,0.000363239,0.000363239,0.000363239
81,4125.25,0.43144,0.27674,0.88498,0.95071,0.92155,0.95432,0.8323,0.94539,0.56683,1.15243,0.000346736,0.000346736,0.000346736
82,4176.21,0.44545,0.28589,0.89122,0.95439,0.9232,0.9558,0.83338,0.93581,0.55176,1.14426,0.000330233,0.000330233,0.000330233
83,4227.21,0.42473,0.27438,0.88481,0.95695,0.92319,0.9543,0.83389,0.93098,0.551,1.14285,0.000313729,0.000313729,0.000313729
84,4278.85,0.41736,0.27047,0.88292,0.95459,0.92179,0.95486,0.83322,0.93966,0.5626,1.1468,0.000297226,0.000297226,0.000297226
85,4330.39,0.42918,0.27597,0.88926,0.95842,0.92143,0.95645,0.83176,0.94839,0.56643,1.1583,0.000280723,0.000280723,0.000280723
86,4380.8,0.42396,0.27411,0.88315,0.9561,0.92087,0.95594,0.83459,0.93974,0.55394,1.14739,0.00026422,0.00026422,0.00026422
87,4434.33,0.43884,0.28115,0.89046,0.95854,0.91819,0.9566,0.83156,0.95523,0.55828,1.16422,0.000247716,0.000247716,0.000247716
88,4484.3,0.42472,0.27468,0.88597,0.95865,0.91973,0.95552,0.83401,0.93605,0.55484,1.14836,0.000231213,0.000231213,0.000231213
89,4534.92,0.41755,0.27042,0.88176,0.95818,0.92037,0.95566,0.83413,0.94179,0.5578,1.15647,0.00021471,0.00021471,0.00021471
90,4587.03,0.41718,0.26999,0.88112,0.9606,0.91953,0.95427,0.832,0.94426,0.55665,1.15346,0.000198206,0.000198206,0.000198206
91,4637.9,0.40596,0.24285,0.87154,0.95744,0.91972,0.95544,0.83262,0.94739,0.5484,1.15065,0.000181703,0.000181703,0.000181703
92,4686.19,0.39631,0.23538,0.86545,0.95729,0.91978,0.95523,0.83251,0.94657,0.54697,1.15831,0.0001652,0.0001652,0.0001652
93,4733.34,0.39446,0.23404,0.86638,0.9557,0.92319,0.95466,0.83357,0.93939,0.54935,1.15312,0.000148696,0.000148696,0.000148696
94,4780.85,0.38488,0.23073,0.86043,0.95652,0.92343,0.95476,0.8336,0.93554,0.55254,1.14774,0.000132193,0.000132193,0.000132193
95,4829.65,0.38452,0.22668,0.86387,0.9548,0.92204,0.95364,0.83211,0.94555,0.5525,1.15865,0.00011569,0.00011569,0.00011569
96,4877.21,0.38781,0.23098,0.86093,0.95804,0.92217,0.95395,0.83336,0.94722,0.55205,1.1605,9.91865e-05,9.91865e-05,9.91865e-05
97,4926,0.38279,0.2261,0.8625,0.96485,0.9159,0.95519,0.83296,0.94401,0.55521,1.15678,8.26832e-05,8.26832e-05,8.26832e-05
98,4972.95,0.38952,0.22968,0.86379,0.96058,0.91558,0.95383,0.83156,0.94219,0.55207,1.15609,6.61799e-05,6.61799e-05,6.61799e-05
99,5020.93,0.38255,0.22739,0.85895,0.96315,0.91812,0.95441,0.83303,0.93576,0.54629,1.15563,4.96766e-05,4.96766e-05,4.96766e-05
100,5068.42,0.37815,0.22482,0.86047,0.96562,0.91563,0.95426,0.83345,0.93547,0.54731,1.15497,3.31733e-05,3.31733e-05,3.31733e-05
